"","heart_disease_mortality_per_100k","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","Area_Rucc","Econ_Economic_typology","Area_Urban_Influence"
"1748",347,0.458,0.078,0.146,0.047,0.168,0.179,10,12,0.28,0.225,0.119,0.098,0.155,0.307,13,1.3,14.19,1629,1690,"A3","Fed","M2"
"1749",237,0.615,0.034,0.175,0.078,0.203,0.269,10,17,0.33,0.095,0.113,0.126,0.114,0.32,9,NA,NA,930,1359,"B2","Farm","N4"
"1750",293,0.476,0.047,0.235,0.083,0.229,0.175,12,11,0.32,0.212,0.136,0.091,NA,0.36,13,7.4,22.62,1530,1659,"A2","Manu","M2"
"1751",326,0.424,0.048,0.331,0.16,0.211,0.26,11,16,0.305,NA,0.126,0.055,NA,0.312,10,NA,25.35,1660,919,"C2","Farm","N1"
"1752",283,0.495,0.032,0.33,0.244,0.276,0.144,13,9,0.302,NA,0.101,0.085,NA,0.283,11,NA,49.57,NA,NA,"B2","Mining","M5"
"1753",428,0.425,0.081,0.317,0.168,0.224,0.221,14,16,0.321,0.387,0.135,0.095,NA,0.336,10,NA,42.57,5649,2860,"B2","Nonsp","M5"
"1754",234,0.518,0.05,0.128,0.053,0.196,0.168,9,11,0.297,0.198,0.091,0.054,0.157,0.222,10,0.18,13.63,1509,790,"C1","Fed","M4"
"1755",285,0.429,0.102,0.38,0.154,0.313,0.108,19,11,0.312,0.358,0.124,0.091,0.204,0.306,11,NA,45.31,1799,900,"D2","Fed","N5"
"1756",310,0.415,0.112,0.27,0.083,0.234,0.153,11,9,0.35,0.212,0.121,0.114,NA,0.311,13,NA,47.11,7240,NA,"D2","Nonsp","N3"
"1757",176,0.549,0.052,0.102,0.065,0.217,0.193,10,9,0.271,0.131,0.078,0.06,0.225,0.212,12,NA,18.48,2119,1710,"A3","Nonsp","M2"
"1758",320,0.427,0.055,0.277,0.074,0.228,0.185,13,12,0.353,0.312,0.121,0.084,0.147,0.348,13,NA,23.18,16059,8039,"B2","Farm","N4"
"1759",354,0.281,0.098,0.272,0.066,0.216,0.136,12,10,0.329,0.397,0.131,0.1,0.101,0.355,13,NA,27.02,20179,3650,"B2","Fed","N4"
"1760",206,0.507,0.072,0.127,0.071,0.215,0.176,10,10,0.271,0.173,0.087,0.065,0.204,0.239,12,NA,18.45,4149,5839,"C2","Recr","N7"
"1761",268,0.319,0.09,0.147,0.043,0.18,0.182,8,10,0.294,NA,0.101,0.082,NA,0.268,13,NA,14.74,4220,12760,"B1","Fed","N1"
"1762",226,0.445,0.066,0.31,0.118,0.179,0.168,9,8,0.329,0.224,0.126,0.077,0.157,0.252,13,NA,15.23,2739,1029,"C2","Fed","M4"
"1763",340,0.387,0.072,0.268,0.092,0.242,0.14,14,11,0.325,0.246,0.128,0.093,NA,0.297,12,9.5,24.86,4289,2749,"C2","Fed","M4"
"1764",344,0.342,0.102,0.18,0.078,0.183,0.184,8,12,0.289,0.293,0.118,0.086,NA,0.25,13,8.23,39.23,6259,3359,"B2","Mining","N4"
"1765",293,0.472,0.06,0.244,0.052,0.197,0.17,11,11,0.338,0.212,0.14,0.091,0.092,0.324,13,3.05,14.22,2140,1410,"C1","Mining","M4"
"1766",350,0.469,0.054,0.232,0.081,0.217,0.194,14,8,0.322,NA,0.127,0.066,NA,0.29,14,NA,39.2,4999,2509,"B2","Farm","N4"
"1767",394,0.364,0.06,0.173,0.062,0.169,0.135,9,11,0.342,0.186,0.129,0.125,NA,0.304,12,NA,22.51,15029,1510,"C2","Manu","N7"
"1768",301,0.511,0.045,0.145,0.067,0.235,0.187,10,12,0.391,0.253,0.123,0.065,0.144,0.293,8,NA,33.91,8069,16140,"A3","Farm","M2"
"1769",253,0.525,0.033,0.164,0.06,0.239,0.212,12,13,0.311,0.186,0.097,0.062,NA,0.243,9,NA,NA,2089,NA,"B2","Farm","N4"
"1770",249,0.497,0.042,0.122,0.059,0.185,0.212,9,13,0.287,0.136,0.118,0.047,0.226,0.226,11,NA,18.5,1400,1270,"B2","Manu","M5"
"1771",322,0.472,0.057,0.222,0.083,0.241,0.159,12,13,0.336,0.267,0.134,0.094,NA,0.334,14,NA,35.21,4649,3409,"B1","Mining","N1"
"1772",231,0.51,0.012,0.135,0.069,0.227,0.222,13,14,0.287,0.156,0.105,0.049,0.262,0.284,10,NA,NA,2780,2650,"B2","Farm","N4"
"1773",276,0.479,0.053,0.198,0.061,0.23,0.13,12,8,0.344,0.255,0.12,0.08,0.143,0.3,13,NA,19.11,3719,2579,"A1","Recr","M1"
"1774",298,0.231,0.133,0.281,0.119,0.174,0.12,8,8,0.318,NA,0.108,0.105,NA,0.301,13,NA,29.82,NA,NA,"B2","Nonsp","N3"
"1775",398,0.361,0.1,0.209,0.037,0.239,0.171,11,12,0.392,0.262,0.174,0.138,0.176,0.334,13,14.3,36.48,5009,5089,"B1","Nonsp","N7"
"1776",346,0.517,0.028,0.372,0.207,0.317,0.11,18,8,0.295,NA,0.085,0.079,NA,0.24,10,NA,22.42,3589,2630,"D2","Mining","N5"
"1777",232,0.514,0.027,0.206,0.115,0.216,0.176,14,10,0.267,0.164,0.062,0.075,0.167,0.283,10,NA,22.49,2429,2990,"D2","Nonsp","N5"
"1778",312,0.512,0.066,0.214,0.108,0.216,0.234,9,12,0.333,0.171,0.099,0.047,NA,0.307,11,NA,23.81,2869,1910,"B2","Farm","N4"
"1779",287,0.379,0.065,0.256,0.052,0.207,0.169,11,11,0.313,0.213,0.122,0.071,NA,0.36,13,NA,20.31,2849,1870,"D2","Mining","N3"
"1780",254,0.56,0.043,0.184,0.069,0.247,0.159,14,9,0.315,0.177,0.114,0.08,0.151,0.241,10,5.2,10.35,1740,1160,"D1","Nonsp","M5"
"1781",208,0.524,0.052,0.061,0.017,0.225,0.144,11,9,0.243,0.15,0.105,0.085,0.192,0.206,11,2.2,5.52,1219,1290,"A1","Nonsp","M1"
"1782",267,0.485,0.048,0.465,0.171,0.337,0.106,20,6,0.303,NA,0.078,0.096,NA,0.284,8,NA,17.06,7160,7139,"C2","Mining","M4"
"1783",253,0.484,0.059,0.183,0.079,0.221,0.145,10,10,0.31,0.121,0.111,0.08,0.177,0.302,14,NA,16.47,2819,2310,"A1","Recr","M1"
"1784",298,0.378,0.083,0.236,0.055,0.212,0.184,12,10,0.319,0.237,0.116,0.081,0.129,0.323,13,NA,32.34,1979,4630,"C2","Manu","N1"
"1785",264,0.517,0.046,0.167,0.077,0.252,0.157,13,10,0.333,0.191,0.099,0.076,0.157,0.245,8,8.8,8.71,1669,1359,"A3","Fed","M2"
"1786",272,0.507,0.062,0.175,0.064,0.225,0.152,11,10,0.284,0.189,0.097,0.079,0.183,0.252,14,4.07,7.57,1720,1060,"A2","Nonsp","M2"
"1787",236,0.494,0.059,0.162,0.045,0.214,0.127,12,8,0.306,0.18,0.098,0.084,0.168,0.203,13,2.37,10.57,1569,1020,"A2","Nonsp","M2"
"1788",252,0.459,0.052,0.246,0.091,0.188,0.213,9,11,0.284,0.212,0.117,0.073,0.209,0.308,12,2.5,15.43,1420,1609,"C1","Recr","M4"
"1789",214,0.511,0.051,0.107,0.056,0.196,0.168,10,10,0.262,0.224,0.083,0.061,0.183,0.183,11,0.7,8.23,1310,840,"A2","Recr","M2"
"1790",322,0.535,0.049,0.179,0.078,0.243,0.178,12,12,0.295,0.23,0.107,0.067,0.17,0.286,9,NA,18.9,3289,2999,"A1","Nonsp","M1"
"1791",250,0.506,0.054,0.161,0.061,0.253,0.131,11,8,0.271,0.232,0.106,0.074,0.143,0.259,13,1.11,9.79,2599,1410,"A1","Nonsp","M1"
"1792",276,0.504,0.023,0.134,0.072,0.229,0.207,10,14,0.31,0.133,0.103,0.067,0.235,0.31,11,NA,NA,1829,1809,"B1","Farm","N2"
"1793",325,0.474,0.055,0.19,0.061,0.204,0.212,11,14,0.338,0.26,0.119,0.074,0.147,0.27,14,NA,22.68,4440,2079,"D2","Manu","N3"
"1794",109,0.578,0.033,0.221,0.154,0.194,0.229,10,5,0.213,NA,0.064,NA,NA,0.166,12,NA,NA,NA,810,"B2","Recr","M5"
"1795",277,0.367,0.045,0.331,0.149,0.207,0.135,7,5,0.357,0.164,0.115,0.084,0.085,0.293,12,NA,24.89,NA,8799,"B2","Fed","M5"
"1796",402,0.441,0.064,0.202,0.053,0.209,0.209,10,13,0.36,0.282,0.161,0.099,0.106,0.379,14,6.2,26.57,2139,1469,"D2","Nonsp","M5"
"1797",290,0.405,0.078,0.196,0.079,0.243,0.17,13,11,0.326,0.267,0.11,0.084,NA,0.337,13,NA,20.04,2410,2710,"C2","Nonsp","N7"
"1798",287,0.457,0.069,0.139,0.045,0.211,0.186,11,11,0.321,0.195,0.1,0.071,0.188,0.262,12,NA,12.66,3290,2459,"A2","Recr","M2"
"1799",295,0.329,0.099,0.293,0.102,0.209,0.138,7,8,0.313,NA,0.126,0.132,NA,0.291,13,NA,19.47,3250,14579,"C2","Manu","N1"
"1800",230,0.475,0.048,0.286,0.111,0.278,0.154,15,9,0.263,0.176,0.089,0.073,0.138,0.218,10,1.15,21.07,1469,1649,"D1","Nonsp","M5"
"1801",179,0.554,0.048,0.233,0.129,0.202,0.126,10,6,0.175,0.168,0.057,0.089,0.214,0.153,11,2.77,19.71,1199,1010,"C1","Recr","M4"
"1802",241,0.516,0.032,0.159,0.07,0.24,0.188,9,11,0.329,0.174,0.1,0.095,0.25,0.264,11,NA,NA,1649,2199,"B2","Farm","N4"
"1803",276,0.403,0.054,0.215,0.06,0.179,0.193,9,12,0.312,0.281,0.151,0.108,NA,0.341,13,NA,24.36,3589,2260,"C2","Nonsp","N1"
"1804",305,0.429,0.035,0.29,0.138,0.204,0.254,10,14,0.269,NA,0.107,0.106,NA,0.245,10,NA,48.36,3609,900,"B1","Nonsp","N1"
"1805",224,0.518,0.04,0.122,0.032,0.197,0.12,11,6,0.226,0.112,0.082,0.081,0.154,0.179,13,1.67,6.21,700,620,"A2","Fed","M2"
"1806",246,0.377,0.069,0.277,0.201,0.193,0.125,9,6,0.308,0.261,0.089,0.054,0.216,0.209,14,NA,NA,3429,NA,"B2","Mining","N4"
"1807",298,0.427,0.056,0.219,0.072,0.205,0.158,12,11,0.349,0.38,0.129,0.087,NA,0.373,14,NA,22.79,8080,4829,"A1","Nonsp","M1"
"1808",267,0.497,0.068,0.123,0.044,0.196,0.19,10,12,0.312,0.186,0.115,0.069,0.136,0.283,14,3.9,12.02,2019,2570,"A1","Nonsp","M1"
"1809",298,0.423,0.066,0.208,0.053,0.197,0.195,9,12,0.29,0.317,0.144,0.103,0.064,0.314,13,1.3,17.86,3369,2859,"A3","Nonsp","M2"
"1810",215,0.537,0.063,0.114,0.031,0.248,0.146,9,8,0.285,NA,0.094,0.063,0.274,0.261,12,NA,17.89,1529,3019,"A1","Nonsp","M1"
"1811",315,0.414,0.077,0.253,0.085,0.249,0.132,12,9,0.33,0.262,0.13,0.098,0.133,0.285,13,8.65,22.75,2949,1790,"A2","Manu","M2"
"1812",210,0.499,0.041,0.189,0.075,0.256,0.117,12,7,0.239,0.152,0.075,0.067,0.15,0.154,9,1,7.41,1249,1189,"A2","Nonsp","M2"
"1813",380,0.414,0.047,0.3,0.122,0.251,0.163,11,13,0.297,NA,0.112,0.082,NA,0.279,10,NA,20.85,4619,1669,"C2","Fed","M4"
"1814",224,0.518,0.048,0.124,0.05,0.191,0.123,10,6,0.233,0.118,0.072,0.078,0.146,0.176,13,1.2,7.36,659,589,"A2","Fed","M2"
"1815",195,0.57,0.05,0.128,0.081,0.223,0.192,15,12,0.305,0.244,0.11,0.058,0.297,0.311,13,NA,18.48,2409,1209,"D2","Farm","N3"
"1816",476,0.259,0.099,0.224,0.067,0.221,0.157,12,10,0.331,0.405,0.143,0.113,NA,0.323,13,NA,30.08,NA,NA,"B2","Nonsp","M5"
"1817",403,0.672,0.053,0.219,0.19,0.272,0.098,10,10,0.298,NA,0.112,NA,NA,0.258,11,NA,NA,NA,NA,"B2","Fed","M5"
"1818",204,0.483,0.074,0.197,0.072,0.235,0.105,12,6,0.23,0.082,0.076,0.037,0.189,0.149,8,0.63,10.2,2079,870,"A1","Fed","M1"
"1819",255,0.472,0.078,0.232,0.065,0.244,0.12,13,7,0.259,0.151,0.102,0.114,0.148,0.283,11,16.58,6.08,1169,1170,"A1","Nonsp","M1"
"1820",333,0.42,0.055,0.254,0.054,0.237,0.181,12,14,0.351,0.283,0.124,0.074,NA,0.317,11,NA,18.9,6009,3000,"C2","Nonsp","N1"
"1821",316,0.484,0.044,0.292,0.098,0.245,0.113,16,9,0.307,0.233,0.111,0.097,0.151,0.297,10,9.1,11.61,1089,1179,"A1","Mining","M1"
"1822",214,0.468,0.046,0.188,0.086,0.258,0.104,12,6,0.252,0.159,0.085,0.082,0.159,0.244,13,2.5,10.55,1879,860,"A2","Nonsp","M2"
"1823",222,0.485,0.054,0.229,0.088,0.237,0.133,12,9,0.257,0.202,0.099,0.101,0.12,0.217,13,5.44,10.02,1720,989,"A2","Nonsp","M2"
"1824",266,0.511,0.043,0.186,0.067,0.217,0.152,12,10,0.33,0.253,0.132,0.092,0.151,0.268,14,4,9.58,1550,1029,"A2","Nonsp","M2"
"1825",266,0.512,0.044,0.114,0.041,0.198,0.188,9,12,0.265,0.196,0.112,0.065,0.164,0.232,14,1.5,11.57,1730,1450,"A1","Nonsp","M1"
"1826",205,0.523,0.054,0.147,0.081,0.246,0.164,10,8,0.271,0.175,0.098,0.056,0.197,0.253,14,NA,9.62,2300,1499,"A1","Manu","M1"
"1827",269,0.662,0.03,0.16,0.059,0.228,0.199,13,11,0.346,0.239,0.105,0.05,0.229,0.334,12,NA,NA,1819,1029,"D2","Nonsp","N3"
"1828",230,0.35,0.073,0.27,0.113,0.147,0.315,7,13,0.27,NA,0.13,0.073,NA,0.253,13,NA,15.02,2690,1160,"B2","Recr","M5"
"1829",218,0.463,0.063,0.178,0.074,0.247,0.103,14,6,0.214,0.178,0.07,0.099,0.155,0.17,13,3.2,8.88,1069,1750,"A2","Nonsp","M2"
"1830",214,0.53,0.028,0.173,0.079,0.254,0.154,15,8,0.285,0.144,0.07,0.047,0.225,0.24,11,NA,17.44,2319,1920,"D1","Manu","M5"
"1831",280,0.851,0.034,0.182,0.108,0.249,0.164,4,7,0.272,NA,0.107,NA,NA,0.297,10,NA,NA,NA,NA,"B2","Farm","M5"
"1832",511,0.359,0.075,0.311,0.08,0.417,0.078,27,7,0.418,0.425,0.184,0.071,0.267,0.386,11,NA,NA,669,1979,"B2","Fed","M5"
"1833",183,0.523,0.047,0.179,0.067,0.257,0.114,13,6,0.259,0.113,0.081,0.06,0.136,0.143,10,0.7,5.86,1179,1120,"A1","Manu","M1"
"1834",252,0.503,0.06,0.169,0.061,0.223,0.171,12,10,0.313,0.214,0.111,0.086,0.148,0.271,14,2.53,9.83,1819,1279,"A2","Nonsp","M2"
"1835",283,0.482,0.05,0.203,0.056,0.212,0.153,12,10,0.288,0.188,0.128,0.115,0.108,0.292,13,6.2,13.09,1440,939,"A2","Nonsp","M2"
"1836",245,0.466,0.051,0.311,0.113,0.272,0.122,13,7,0.281,0.166,0.122,0.083,0.159,0.243,13,3.1,14.35,2289,1659,"A3","Manu","M2"
"1837",258,0.393,0.092,0.226,0.078,0.22,0.189,11,10,0.273,0.225,0.09,0.058,0.186,0.236,12,4.02,18.76,2189,1609,"A2","Nonsp","M2"
"1838",303,0.517,0.034,0.307,0.112,0.242,0.118,14,8,0.305,NA,0.084,0.101,NA,0.256,8,NA,14.02,6020,4420,"C2","Mining","N7"
"1839",219,0.495,0.057,0.137,0.036,0.194,0.189,9,10,0.267,0.243,0.112,0.075,0.222,0.196,11,NA,8.91,1100,920,"A3","Recr","M2"
"1840",283,0.512,0.059,0.236,0.09,0.231,0.113,14,9,0.281,0.204,0.111,0.09,0.158,0.244,12,12,13.31,1430,1180,"A1","Nonsp","M1"
"1841",336,0.351,0.087,0.289,0.068,0.216,0.248,9,15,0.31,0.307,0.114,0.085,0.067,0.31,12,NA,36.91,4310,2169,"D2","Nonsp","N3"
"1842",277,0.441,0.071,0.253,0.068,0.215,0.181,10,11,0.281,0.242,0.118,0.082,0.077,0.29,13,5.7,18.36,2530,1709,"A2","Manu","M2"
"1843",304,0.467,0.043,0.291,0.159,0.211,0.245,10,11,0.276,NA,0.118,0.099,NA,0.276,10,NA,36.31,3679,930,"B1","Nonsp","N1"
"1844",240,0.444,0.066,0.243,0.085,0.228,0.167,11,9,0.296,0.276,0.115,0.069,0.18,0.27,12,2.82,24.83,3249,3139,"A2","Recr","M2"
"1845",324,0.418,0.062,0.221,0.064,0.258,0.184,13,12,0.307,0.28,0.125,0.098,NA,0.318,14,5,26.49,3489,2470,"C2","Nonsp","M3"
"1846",256,0.356,0.057,0.334,0.149,0.235,0.14,13,11,0.292,NA,0.109,0.117,NA,0.285,9,NA,19.54,5279,2750,"D2","Nonsp","M5"
"1847",223,0.636,0.035,0.1,0.033,0.232,0.174,11,10,0.32,0.116,0.094,0.057,0.178,0.255,11,NA,11.37,3259,1610,"C2","Manu","N1"
"1848",370,0.447,0.086,0.202,0.039,0.25,0.159,12,12,0.338,0.34,0.121,0.107,0.093,0.404,14,5.38,19.66,2040,1659,"D1","Manu","M5"
"1849",280,0.457,0.061,0.23,0.091,0.259,0.179,12,13,0.31,NA,0.118,0.077,NA,0.283,9,NA,31.42,12419,2459,"C2","Nonsp","N1"
"1850",277,0.484,0.059,0.205,0.057,0.258,0.103,12,8,0.34,0.194,0.096,0.097,0.177,0.333,12,6.6,14.93,3280,3510,"A1","Manu","M1"
"1851",288,0.447,0.064,0.153,0.039,0.225,0.144,6,6,0.3,NA,0.088,0.094,NA,0.244,13,NA,NA,999,289,"D2","Mining","M5"
"1852",276,0.479,0.047,0.18,0.065,0.218,0.139,11,8,0.334,0.307,0.108,0.104,0.177,0.299,10,5.3,19.16,4920,2600,"A3","Fed","M2"
"1853",243,0.456,0.065,0.288,0.135,0.227,0.164,12,10,0.283,0.248,0.116,0.088,NA,0.268,13,NA,22.99,14790,7339,"A3","Farm","M2"
"1854",288,0.53,0.068,0.163,0.057,0.205,0.182,10,10,0.315,0.199,0.116,0.064,0.167,0.297,13,NA,20.33,2760,1999,"C2","Recr","N2"
"1855",307,0.505,0.046,0.232,0.047,0.187,0.123,13,9,0.296,0.182,0.101,0.12,0.169,0.223,12,19.6,9.25,810,989,"A1","Fed","M1"
"1856",266,0.436,0.076,0.32,0.095,0.197,0.191,10,11,0.272,0.246,0.109,0.107,0.164,0.222,12,6.9,19.17,2490,1619,"A2","Recr","M2"
"1857",374,0.432,0.079,0.269,0.069,0.238,0.163,13,13,0.346,0.237,0.143,0.083,NA,0.368,12,NA,28.73,4569,1990,"C2","Manu","N1"
"1858",235,0.564,0.024,0.17,0.082,0.23,0.205,13,12,0.309,0.13,0.091,0.063,0.166,0.323,12,NA,24.59,940,940,"D2","Farm","N5"
"1859",277,0.432,0.077,0.207,0.08,0.221,0.185,10,14,0.333,0.291,0.115,0.093,0.149,0.303,14,NA,19.72,4219,1789,"C2","Manu","N1"
"1860",255,0.504,0.058,0.276,0.109,0.249,0.152,15,10,0.25,0.224,0.083,0.084,0.158,0.239,11,9.72,43.49,1609,1260,"D2","Nonsp","M5"
"1861",300,0.377,0.073,0.247,0.079,0.246,0.16,12,11,0.312,0.213,0.145,0.098,0.137,0.269,12,5,15.4,2489,1140,"C1","Nonsp","M4"
"1862",291,0.417,0.046,0.3,0.137,0.281,0.144,15,8,0.291,0.382,0.106,0.092,NA,0.269,8,4.7,16.94,2769,4219,"A1","Mining","M1"
"1863",211,0.507,0.054,0.256,0.099,0.275,0.082,13,5,0.273,0.14,0.068,0.09,0.159,0.195,13,3.7,9.92,1749,1709,"A1","Nonsp","M1"
"1864",252,0.443,0.057,0.234,0.075,0.218,0.156,10,11,0.38,0.254,0.125,0.109,NA,0.339,13,NA,16.32,3400,3370,"C2","Nonsp","N1"
"1865",236,0.469,0.047,0.129,0.038,0.236,0.193,12,11,0.288,0.227,0.097,0.082,0.147,0.254,11,NA,16.32,2180,1530,"C2","Farm","N1"
"1866",272,0.508,0.059,0.181,0.038,0.253,0.116,15,9,0.317,0.213,0.101,0.09,0.219,0.249,12,11.32,7.14,1520,1330,"A1","Nonsp","M1"
"1867",274,0.47,0.061,0.186,0.071,0.25,0.149,12,10,0.355,0.312,0.1,0.065,0.256,0.34,14,NA,16.44,3270,2370,"C1","Manu","M3"
"1868",318,0.439,0.101,0.233,0.065,0.246,0.128,13,10,0.336,0.238,0.113,0.096,0.173,0.301,11,6.6,17.82,1889,2269,"A3","Nonsp","M2"
"1869",288,0.51,0.064,0.123,0.031,0.212,0.139,11,9,0.272,0.184,0.104,0.069,0.213,0.226,11,1.9,8.32,2509,1890,"A2","Nonsp","M2"
"1870",282,0.502,0.056,0.2,0.081,0.242,0.163,10,10,0.332,0.304,0.123,0.045,NA,0.266,14,NA,27.86,NA,7510,"A1","Nonsp","M1"
"1871",236,0.438,0.077,0.284,0.116,0.283,0.124,13,6,0.267,0.147,0.098,0.073,0.169,0.2,9,5.13,12.75,2160,2500,"A1","Recr","M1"
"1872",188,0.511,0.051,0.167,0.072,0.162,0.123,8,6,0.227,0.11,0.067,0.055,0.139,0.144,9,NA,8.08,1720,810,"A3","Fed","M2"
"1873",193,0.496,0.093,0.255,0.1,0.196,0.216,10,9,0.235,0.17,0.094,0.098,0.127,0.228,10,NA,NA,4699,NA,"B2","Fed","N4"
"1874",322,0.52,0.059,0.19,0.068,0.239,0.172,12,11,0.308,0.238,0.099,0.066,0.176,0.268,9,NA,23.61,3379,3320,"A1","Nonsp","M1"
"1875",406,0.393,0.071,0.263,0.06,0.221,0.199,13,15,0.345,0.359,0.142,0.122,NA,0.342,12,NA,49.2,3950,2690,"D2","Nonsp","N3"
"1876",410,0.341,0.109,0.213,0.057,0.227,0.186,10,13,0.346,0.269,0.121,0.088,NA,0.331,13,6.27,42.63,2200,2369,"C2","Manu","N1"
"1877",386,0.417,0.079,0.283,0.069,0.259,0.141,12,11,0.392,0.181,0.124,0.126,NA,0.346,12,NA,22.71,2309,1390,"C2","Nonsp","N1"
"1878",243,0.492,0.021,0.137,0.081,0.178,0.292,10,16,0.309,0.158,0.111,0.1,0.183,0.282,10,NA,NA,2289,NA,"B2","Farm","M5"
"1879",280,0.474,0.073,0.171,0.076,0.253,0.163,11,11,0.322,0.266,0.09,0.064,0.239,0.292,14,NA,9.06,9670,9580,"C2","Nonsp","N7"
"1880",261,0.468,0.051,0.245,0.113,0.178,0.227,9,14,0.269,0.226,0.136,0.084,0.165,0.268,11,5.5,18.24,2249,1510,"A2","Nonsp","M2"
"1881",323,0.415,0.068,0.237,0.104,0.203,0.256,10,14,0.339,NA,0.12,0.074,NA,0.346,9,NA,35.19,4839,1599,"B1","Farm","N7"
"1882",247,0.522,0.04,0.147,0.085,0.181,0.274,9,13,0.293,0.166,0.106,NA,0.244,0.31,10,NA,45.81,1460,2110,"B2","Farm","M5"
"1883",235,0.562,0.038,0.128,0.051,0.217,0.167,11,9,0.287,0.192,0.081,0.065,0.222,0.231,12,NA,11.7,1590,1609,"A3","Manu","M2"
"1884",256,0.513,0.051,0.157,0.047,0.233,0.162,10,8,0.374,0.209,0.095,0.06,0.177,0.263,12,NA,17.76,3719,2550,"A2","Manu","M2"
"1885",287,0.479,0.045,0.192,0.074,0.255,0.121,13,7,0.337,0.202,0.121,0.107,0.133,0.299,12,4.11,20.16,1849,1430,"A2","Nonsp","M2"
"1886",315,0.355,0.096,0.243,0.06,0.22,0.168,10,12,0.316,0.282,0.132,0.072,NA,0.396,13,NA,19.75,3520,1610,"D2","Manu","N3"
"1887",442,0.436,0.041,0.258,0.086,0.217,0.173,14,12,0.348,0.254,0.13,0.086,NA,0.278,14,NA,35.28,1779,2160,"B1","Farm","N2"
"1888",304,0.451,0.063,0.233,0.091,0.231,0.196,12,10,0.346,0.153,0.145,0.131,0.109,0.343,12,NA,23.93,2789,2779,"B2","Nonsp","N4"
"1889",291,0.384,0.083,0.259,0.096,0.207,0.192,11,12,0.379,0.217,0.156,0.119,0.125,0.302,12,9.56,31.42,3599,2039,"C2","Nonsp","N1"
"1890",250,0.412,0.038,0.178,0.09,0.205,0.182,9,9,0.302,0.179,0.097,0.049,0.213,0.317,9,NA,32.98,5139,2569,"B1","Fed","N2"
"1891",327,0.444,0.06,0.297,0.163,0.191,0.226,8,17,0.313,0.357,0.14,0.097,NA,0.332,11,NA,37.21,10490,NA,"B1","Nonsp","N2"
"1892",322,0.565,0.056,0.196,0.084,0.168,0.245,11,11,0.294,NA,0.116,0.083,NA,0.27,13,NA,NA,4609,2320,"B1","Recr","N2"
"1893",183,0.474,0.041,0.141,0.055,0.214,0.223,10,9,0.242,0.093,0.104,0.06,0.092,0.197,12,NA,7.28,970,720,"A1","Recr","M1"
"1894",422,0.506,0.041,0.253,0.135,0.252,0.201,10,14,0.291,0.203,0.134,0.062,NA,0.313,10,NA,71.18,4840,4780,"B2","Mining","N4"
"1895",283,0.444,0.072,0.237,0.051,0.269,0.119,14,7,0.346,0.231,0.099,0.071,0.178,0.325,12,7.3,14.52,3919,3410,"A1","Nonsp","M1"
"1896",330,0.433,0.047,0.321,0.163,0.238,0.176,12,12,0.313,NA,0.116,0.082,NA,0.272,9,NA,50.88,16729,16739,"A3","Mining","M2"
"1897",228,0.519,0.045,0.143,0.043,0.214,0.15,12,9,0.314,0.188,0.099,0.07,0.163,0.249,10,2.26,9.61,2040,1260,"A3","Nonsp","M2"
"1898",204,0.559,0.052,0.106,0.061,0.252,0.16,11,8,0.293,0.139,0.078,0.058,0.181,0.21,13,NA,9.28,3469,9219,"A1","Manu","M1"
"1899",365,0.359,0.085,0.339,0.119,0.27,0.127,14,11,0.358,0.301,0.149,0.094,0.103,0.323,11,9,27.29,5589,2259,"C2","Manu","N1"
"1900",284,0.569,0.068,0.216,0.158,0.261,0.135,16,8,0.27,0.175,0.082,0.08,0.167,0.241,13,NA,43.85,5949,5839,"D2","Mining","N3"
"1901",339,0.419,0.11,0.239,0.062,0.242,0.158,12,11,0.368,0.205,0.148,0.13,NA,0.286,12,12.2,18.82,4780,3729,"A3","Nonsp","M2"
"1902",222,0.519,0.032,0.125,0.072,0.214,0.194,13,10,0.282,0.247,0.099,0.063,0.242,0.281,10,NA,NA,2600,NA,"B2","Farm","M5"
"1903",309,0.478,0.063,0.182,0.068,0.228,0.165,12,12,0.303,0.298,0.111,0.084,0.136,0.297,14,NA,10.29,2120,1990,"C2","Nonsp","M4"
"1904",238,0.514,0.047,0.133,0.059,0.208,0.202,9,11,0.283,0.181,0.116,0.085,0.121,0.26,13,2.8,8.39,1239,820,"A2","Nonsp","M2"
"1905",307,0.467,0.056,0.222,0.105,0.248,0.14,13,9,0.311,NA,0.108,0.07,NA,0.279,10,NA,18.33,3930,3119,"A3","Nonsp","M2"
"1906",250,0.41,0.094,0.328,0.192,0.198,0.242,10,13,0.27,0.221,0.106,0.072,0.162,0.265,11,NA,39.36,2889,1630,"B1","Nonsp","N2"
"1907",327,0.374,0.071,0.288,0.086,0.248,0.157,14,10,0.317,0.296,0.126,0.102,0.129,0.352,12,NA,22.74,6340,6339,"C2","Nonsp","N1"
